id	English	Japanese	French	German	Spanish	Korean	Chinese
easy09.sublevel2.hint3	{F4} is older than {F5}	{F4} は {F5} より年上です	{F4} est plus âgée que {F5}	{F4} ist älter als {F5}.	{F4} es más mayor que {F5}	{F4}(은)는 {F5}보다 나이가 많습니다	{F4} 的年紀比 {F5} 大
easy10.sublevel1.hint1	{F3} and {M2} only have 1 daughter	{F3} と {M2} には娘が1人だけいます	{F3} et {M2} n'ont qu'une fille	{F3} und {M2} haben nur 1 Tochter.	{F3} y {M2} solo tienen 1 hija	{F3}(와)과 {M2}에게는 외동딸이 있습니다	{F3} 與 {M2} 只有 1 個女兒
easy10.sublevel1.hint2	{F2} is {F4}'s aunt	{F2} は {F4} の叔母です	{F2} est la tante de {F4}	{F2} ist {F4}s Tante.	{F2} es la tía de {F4}	{F2}(은)는 {F4}의 이모(고모)입니다	{F2} 是 {F4} 的姑姨
easy10.sublevel1.hint3	{M3} is {M4}'s father	{M3} は {M4} の父親です	{M3} est le père de {M4}	{M3} ist der Vater von {M4}.	{M3} es el padre de {M4}	{M3}(은)는 {M4}의 아버지입니다	{M3} 是 {M4} 的父親
easy10.sublevel1.hint4	{F5} calls {M4} "big brother"	{F5} は {M4} を"兄"と呼んでいます	{F5} appelle {M4} « grand frère »	{F5} nennt {M4} „großer Bruder“.	{F5} le llama a {M4} "hermano mayor"	{F5}(은)는 {M4}(을)를 "큰오빠"라고 부릅니다	{F5} 稱呼 {M4} 為「大哥」
easy11.sublevel1.hint1	{M2} and {F3} are {M4}'s grandparents	{M2} と {F3} は {M4} の祖父母です	{M2} et {F3} sont les grands-parents de {M4}	{M2} und {F3} sind {M4}s Großeltern.	{M2} y {F3} son los abuelos de {M4}	{M2}(와)과 {F3}(은)는 {M4}의 (외)조부모입니다	{M2} 與 {F3} 是 {M4} 的祖父母
easy11.sublevel1.hint2	{M5} is the youngest	{M5} は最年少です	{M5} est le plus jeune	{M5} ist der Jüngste.	{M5} es el más joven	{M5}(은)는 나이가 가장 어립니다	{M5} 的年紀最小
easy11.sublevel1.hint3	{M2}'s sibling works as an engineer	{M2} の兄弟姉妹はエンジニアとして働いています	Le frère ou la sœur de {M2} travaille comme ingénieur	{M2}s Geschwisterkind arbeitet als Ingenieur/Ingenieurin.	El hermano de {M2} trabaja de ingeniero	{M2}의 형제는 기술자입니다	{M2} 的手足是一名工程師
easy11.sublevel1.hint4	{F4} married {M3} two years ago	{F4} は {M3} と2年前に結婚しました	{F4} a épousé {M3} il y a deux ans	{F4} hat {M3} vor zwei Jahren geheiratet.	{F4} se casó con {M3} hace dos años	{F4}(은)는 {M3}(와)과 2년 전에 결혼했습니다	{F4} 在兩年前嫁給了 {M3}
easy11.sublevel1.hint5	{M1} and {F1} are the oldest couple	{M1} と {F1} は最年長の夫婦です	{M1} et {F1} forment le couple le plus âgé	{M1} und {F1} sind das älteste Paar.	{M1} y {F1} son la pareja más mayor	{M1}(와)과 {F1}(은)는 가장 오래된 부부입니다	{M1} 與 {F1} 是最年長的一對夫妻
easy12.sublevel1.hint1	{F5} has 2 older brothers	{F5} には兄が2人います	{F5} a deux frères plus âgés	{F5} hat 2 ältere Brüder.	{F5} tiene 2 hermanos mayores	{F5}에게는 오빠가 2명 있습니다	{F5} 有 2 個哥哥
easy12.sublevel1.hint2	{M4} is older than {M5}	{M4} は {M5} より年上です	{M4} est plus âgé que {M5}	{M4} ist älter als {M5}.	{M4} es más mayor que {M5}	{M4}(은)는 {M5}보다 나이가 많습니다	{M4} 的年紀比 {M5} 大
easy12.sublevel1.hint3	{M6} is the youngest	{M6} は最年少です	{M6} est le plus jeune	{M6} ist der Jüngste.	{M6} es el más joven	{M6}(은)는 나이가 가장 어립니다	{M6} 的年紀最小
easy12.sublevel2.hint1	{F1} is {F3}'s mother	{F1} は {F3} の母親です	{F1} est la mère de {F3}	{F1} ist die Mutter von {F3}.	{F1} es la madre de {F3}	{F1}(은)는 {F3}의 어머니입니다	{F1} 是 {F3} 的母親
easy12.sublevel2.hint2	{M1} loves {F2}, but they are not married	{M1} は {F2} を愛していますが, 彼らは結婚していません	{M1} aime {F2}, mais ils ne sont pas mariés	{M1} liebt {F2}, aber sie sind nicht verheiratet.	{M1} ama a {F2}, pero no están casados	{M1}(은)는 {F2}(을)를 사랑하지만, 부부 관계가 아닙니다	{M1} 愛著 {F2}，但他們沒有結婚
easy12.sublevel2.hint3	{F2} is married to her first love, {M2}	{F2} は彼女の初恋相手である {M2} と結婚しました	{F2} s'est mariée avec son premier amour, {M2}	{F2} hat ihre erste Liebe, {M2}, geheiratet.	{F2} se casó con su primer amor, {M2}	{F2}(은)는 첫사랑인 {M2}(와)과 결혼했습니다	{F2} 跟她的初戀 {M2} 結婚了
easy12.sublevel2.hint4	{M2} is {F4}'s father	{M2} は {F4} の父親です	{M2} est le père de {F4}	{M2} ist der Vater von {F4}.	{M2} es el padre de {F4}	{M2}(은)는 {F4}의 아버지입니다	{M2} 是 {F4} 的父親
easy13.sublevel1.hint1	{F2} is currently studying in college, while {M2} is in high school	{F2} は現在大学生で、 {M2} は高校生です	{F2} étudie actuellement à l'université, tandis que {M2} est au lycée	{F2} studiert momentan an der Universität, während {M2} auf dem Gymnasium ist.	{F2} está estudiando actualmente en la universidad, mientras {M2} está en el instituto	{F2}(은)는 현재 대학교에 다니며, {M2}(은)는 고등학생입니다	{F2} 目前正在讀大學，而 {M2} 正在讀高中
easy13.sublevel1.hint2	{F1} is {F2}'s mother	{F1} は {F2} の母親です	{F1} est la mère de {F2}	{F1} ist die Mutter von {F2}.	{F1} es la madre de {F2}	{F1}(은)는 {F2}의 어머니입니다	{F1} 是 {F2} 的母親
easy13.sublevel1.hint3	{M1} is {M2}'s father	{M1} は {M2} の父親です	{M1} est le père de {M2}	{M1} ist der Vater von {M2}.	{M1} es el padre de {M2}	{M1}(은)는 {M2}의 아버지입니다	{M1} 是 {M2} 的父親
easy13.sublevel2.hint1	{M3}'s second child is male	{M3} の第2子は男です	Le deuxième enfant de {M3} est un garçon	{M3}s zweites Kind ist männlich.	El segundo hijo de {M3} es chico	{M3}의 둘째 자식은 남성입니다	{M3} 的第二個孩子是男生
easy13.sublevel2.hint2	{F5} is {F3}'s daughter	{F5} は {F3} の娘です	{F5} est la fille de {F3}	{F5} ist die Tochter von {F3}.	{F5} es la hija de {F3}	{F5}(은)는 {F3}의 딸입니다	{F5} 是 {F3} 的女兒
easy13.sublevel2.hint3	{F4} is married	{F4} は結婚しています	{F4} est mariée	{F4} ist verheiratet.	{F4} está casada	{F4}(은)는 결혼했습니다	{F4} 已婚
easy14.sublevel1.hint1	{M3} is {F3}'s adoptive father	{M3} は {F3} の養父です	{M3} est le père adoptif de {F3}	{M3} ist der Adoptivvater von {F3}.	{M3} es el padre adoptivo de {F3}	{M3}(은)는 {F3}의 양아버지입니다	{M3} 是 {F3} 的養父
easy14.sublevel1.hint2	{M1} and {F1} are {M2}'s parents	{M1} と {F1} は {M2} の親です	{M1} et {F1} sont les parents de {M2}	{M1} und {F1} sind die Eltern von {M2}.	{M1} y {F1} son los padres de {M2}	{M1}(와)과 {F1}(은)는 {M2}의 부모입니다	{M1} 與 {F1} 是 {M2} 的父母
easy14.sublevel1.hint3	{F2} is {M2}'s sibling	{F2} は {M2} の兄弟姉妹です	{F2} la sœur de {M2}	{F2} ist die Schwester von {M2}.	{F2} es la hermana de {M2}	{F2}(은)는 {M2}의 남매입니다	{F2} 是 {M2} 的手足
easy14.sublevel1.hint4	{M2} is married to {F3}	{M2} は {F3} と結婚しています	{M2} est marié à {F3}	{M2} ist mit {F3} verheiratet.	{M2} está casado con {F3}	{M2}(은)는 {F3}(와)과 결혼했습니다	{M2} 娶了 {F3} 為妻
easy14.sublevel2.hint1	{M5} is the only child	{M5} は一人っ子です	{M5} est enfant unique	{M5} ist das einzige Kind.	{M5} es el hijo único	{M5}(은)는 외동아들입니다	{M5} 是獨生子
easy14.sublevel2.hint2	{M4} is not related by blood to {F3}	{M4} と {F3} は血縁関係がありません	{M4} n'a pas de lien de parenté avec {F3}	{M4} ist nicht blutsverwandt mit {F3}.	{M4} no tiene lazos sanguíneos con {F3}	{M4}(은)는 {F3}(와)과 혈연관계가 아닙니다	{M4} 與 {F3} 沒有血緣關係
easy14.sublevel2.hint3	{F4} has a little sister	{F4} には妹が1人います	{F4} a une petite sœur	{F4} hat eine kleine Schwester.	{F4} tiene una hermana pequeña	{F4}에게는 여동생이 한 명 있습니다	{F4} 有一個妹妹
easy15.sublevel1.hint1	{M2} is {F2}'s sibling	{M2} は {F2} の兄弟姉妹です	{M2} est le frère de {F2}	{M2} ist der Bruder von {F2}.	{M2} es el hermano de {F2}	{M2}(은)는 {F2}의 남매입니다	{M2} 是 {F2} 的手足
easy15.sublevel1.hint2	{F2} is {F5}'s aunt	{F2} は {F5} の叔母です	{F2} est la tante de {F5}	{F2} ist die Tante von {F5}.	{F2} es la tía de {F5}'	{F2}(은)는 {F5}의 이모(고모)입니다	{F2} 是 {F5} 的姑姨
easy15.sublevel1.hint3	{F4} is {F1}'s daughter-in-law	{F4} は {F1} の義理の娘です	{F4} est la belle-fille de {F1}	{F4} ist die Schwiegertochter von {F1}.	{F4} es la nuera de {F1}	{F4}(은)는 {F1}의 며느리입니다	{F4} 是 {F1} 的媳婦
easy15.sublevel1.hint4	{M1} is {F5}'s grandfather	{M1} は {F5} の祖父です	{M1} est le grand-père de {F5}	{M1} ist der Großvater von {F5}.	{M1} es el abuelo de {F5}	{M1}(은)는 {F5}의 (외)할아버지입니다	{M1} 是 {F5} 的祖父
easy15.sublevel2.hint1	{F6} is {M5}'s niece	{F6} は {M5} の姪です	{F6} est la nièce de {M5}	{F6} ist die Nichte von {M5}.	{F6} es la sobrina de {M5}	{F6}(은)는 {M5}의 조카딸입니다	{F6} 是 {M5} 的姪女／外甥女
easy15.sublevel2.hint2	{M3} likes to play with his grandchild, {F6}	{M3} は孫の {F6} と遊ぶのが好きです	{M3} aime jouer avec sa petite-fille, {F6}	{M3} spielt gerne mit seinem Enkelkind, {F6}.	A {M3} le gusta jugar con su nieto, {F6}	{M3}(은)는 손주인 {F6}(와)과 놀아주는 것을 좋아합니다	{M3} 喜歡跟他的孫子女 {F6} 一起玩耍
easy15.sublevel2.hint3	{F3} is married to {M3}	{F3} は {M3} と結婚しています	{F3} est mariée à {M3}	{F3} ist mit {M3} verheiratet.	{F3} está casada con {M3}	{F3}(은)는 {M3}(와)과 결혼했습니다	{F3} 嫁給了 {M3}
easy16.sublevel1.hint1	{M4} is the youngest	{M4} は最年少です	{M4} est le plus jeune	{M4} ist der Jüngste.	{M4} es el más joven	{M4}(은)는 나이가 가장 어립니다	{M4} 的年紀最小
easy16.sublevel1.hint2	{F1} is {F2}'s mother	{F1} は {F2} の母親です	{F1} est la mère de {F2}	{F1} ist die Mutter von {F2}.	{F1} es la madre de {F2}	{F1}(은)는 {F2}의 어머니입니다	{F1} 是 {F2} 的母親
easy16.sublevel1.hint3	{F1}'s husband is a policeman	{F1} の夫は警察官です	Le mari de {F1} est policier	{F1}s Ehemann ist Polizist.	El marido de {F1} es policía	{F1}의 남편은 경찰관입니다	{F1} 的丈夫是一名警察
easy16.sublevel1.hint4	{M3} is {M4}'s father	{M3} は {M4} の父親です	{M3} est le père de {M4}	{M3} ist der Vater von {M4}.	{M3} es el padre de {M4}	{M3}(은)는 {M4}의 아버지입니다	{M3} 是 {M4} 的父親
easy16.sublevel1.hint5	{F2} and {M2} have a daughter	{F2} と {M2} には娘が1人います	{F2} et {M2} ont une fille	{F2} und {M2} haben eine Tochter.	{F2} y {M2} tienen una hija	{F2}(와)과 {M2}에게는 딸이 한 명 있습니다	{F2} 與 {M2} 有一個女兒
easy17.sublevel1.hint1	{F2} and {M3} are {F3}'s parents	{F2} と {M3} は {F3} の親です	{F2} et {M3} sont les parents de {F3}	{F2} und {M3} sind die Eltern von {F3}.	{F2} y {M3} son los padres de {F3}	{F2}(와)과 {M3}(은)는 {F3}의 부모입니다	{F2} 與 {M3} 是 {F3} 的父母
easy17.sublevel1.hint2	{F2} is {F1}'s youngest child	{F2} は {F1} の末の子です	{F2} est la benjamine de {F1}	{F2} ist das jüngste Kind von {F1}.	{F2} es la hija menor de {F1}	{F2}(은)는 {F1}의 막내딸입니다	{F2} 是 {F1} 年紀最小的孩子
easy17.sublevel1.hint3	{F3} and {M4} just got married recently	{F3} と {M4} は最近結婚しました	{F3} et {M4} se sont mariés récemment	{F3} und {M4} haben erst kürzlich geheiratet.	{F3} y {M4} acaban de casarse	{F3}(와)과 {M4}(은)는 최근에 결혼했습니다	{F3} 跟 {M4} 最近剛結婚
easy17.sublevel1.hint4	{M2} is {F2}'s sibling	{M2} は {F2} の兄弟姉妹です	{M2} est le frère de {F2}	{M2} ist das Geschwisterkind von {F2}.	{M2} es el hermano de {F2}	{M2}(은)는 {F2}의 남매입니다	{M2} 是 {F2} 的手足
easy17.sublevel2.hint1	{F4} has 3 children	{F4} には子どもが3人います	{F4} a trois enfants	{F4} hat 3 Kinder.	{F4} tiene 3 hijos	{F4}에게는 자식이 3명 있습니다	{F4} 有 3 個孩子
easy17.sublevel2.hint2	{F5} is older than {M5}	{F5} は {M5} より年上です	{F5} est plus âgée que {M5}	{F5} ist älter als {M5}.	{F5} es más mayor que {M5}	{F5}(은)는 {M5}보다 나이가 많습니다	{F5} 的年紀比 {M5} 大
easy17.sublevel2.hint3	{M5} is older than {M6}	{M5} は {M6} より年上です	{M5} est plus âgée que {M6}	{M5} ist älter als {M6}.	{M5} es más mayor que {M6}	{M5}(은)는 {M6}보다 나이가 많습니다	{M5} 的年紀比 {M6} 大
easy18.sublevel1.hint1	{M5} calls {M1} "grandpa"	{M5} は {M1} を"おじいちゃん"と呼んでいます	{M5} appelle {M1} « grand-père »	{M5} nennt {M1} „Opa“.	{M5} le llama "abuelo" a {M1}	{M5}(은)는 {M1}(을)를 "(외)할아버지"라고 부릅니다	{M5} 稱呼 {M1} 為「阿公」
easy18.sublevel1.hint2	{M2}, {F2}, and {F3} are siblings	{M2} と {F2} と {F3} は兄弟姉妹です	{M2}, {F2} et {F3} sont frères et sœurs	{M2}, {F2} und {F3} sind Geschwister.	{M2}, {F2} y {F3} son hermanos	{M2}, {F2} 그리고 {F3}(은)는 남매지간입니다	{M2}、{F2} 與 {F3} 是手足關係
easy18.sublevel1.hint3	{M2} is married to {F4}	{M2} は {F4} と結婚しています	{M2} est marié à {F4}	{M2} ist mit {F4} verheiratet.	{M2} está casado con {F4}	{M2}(은)는 {F4}(와)과 결혼했습니다	{M2} 娶了 {F4} 為妻
easy18.sublevel1.hint4	{F2} is older than {F3}	{F2} は {F3} より年上です	{F2} est plus âgée que {F3}	{F2} ist älter als {F3}.	{F2} es más mayor que {F3}	{F2}(은)는 {F3}보다 나이가 많습니다	{F2} 的年紀比 {F3} 大
easy18.sublevel2.hint1	{F3} and {M3} are {F5}'s parents	{F3} と {M3} は {F5} の親です	{F3} et {M3} sont les parents de {F5}	{F3} und {M3} sind die Eltern von {F5}.	{F3} y {M3} son los padres de {F5}	{F3}(와)과 {M3}(은)는 {F5}의 부모입니다	{F3} 與 {M3} 是 {F5} 的父母
easy18.sublevel2.hint2	{M6} calls {F2} "mom"	{M6} は {F2} を"お母さん"と呼んでいます	{M6} appelle {F2} « maman »	{M6} nennt {F2} „Mama“.	{M6} llama "mamá" a {F2}	{M6}(은)는 {F2}(을)를 "어머니"라고 부릅니다	{M6} 稱呼 {F2} 為「媽媽」
easy18.sublevel2.hint3	{M4} is married to {F2}	{M4} は {F2} と結婚しています	{M4} est marié à {F2}	{M4} ist mit {F2} verheiratet.	{M4} está casado con {F2}	{M4}(은)는 {F2}(와)과 결혼했습니다	{M4} 娶了 {F2} 為妻
easy19.sublevel1.hint1	{F4} is {F1} and {M2}'s child	{F4} は {F1} と {M2} の子どもです	{F4} sont les enfants de {F1} et {M2}	{F4} ist das Kind von {F1} und {M2}.	{F4} es la hija de {F1} y {M2}	{F4}(은)는 {F1}(와)과 {M2}의 자식입니다	{F4} 是 {F1} 與 {M2} 的孩子
easy19.sublevel1.hint2	{F3} has no daughters	{F3} には娘がいません	{F3} n'a pas de fille	{F3} hat keine Töchter.	{F3} no tiene hijas	{F3}에게는 딸이 없습니다	{F3} 沒有女兒
easy19.sublevel1.hint3	{F2} and {M3} have the same parent	{F2} と {M3} には同じ親がいます	{F2} et {M3} ont le même parent	{F2} und {M3} haben dasselbe Elternteil.	{F2} y {M3} tienen el mismo padre	{F2}(와)과 {M3}(은)는 부모가 같습니다	{F2} 與 {M3} 的父母是同一對
easy19.sublevel1.hint4	{M3} is younger than {F2}	{M3} は {F2} より年下です	{M3} est plus jeune que {F2}	{M3} ist jünger als {F2}.	{M3} es más joven que {F2}	{M3}(은)는 {F2}보다 어립니다	{M3} 的年紀比 {F2} 小
easy19.sublevel1.hint5	{M4} and {M5} were born as identical twins	{M4} と {M5} は一卵性双生児として生まれました	{M4} et {M5} sont de vrais jumeaux	{M4} und {M5} wurden als eineiige Zwillinge geboren.	{M4} y {M5} fueron gemelos idénticos al nacer	{M4}(와)과 {M5}(은)는 일란성 쌍둥이입니다	{M4} 與 {M5} 是同卵雙胞胎
easy20.sublevel1.hint1	{M2} and {F3} are {M4}'s parents	{M2} と {F3} は {M4} の親です	{M2} et {F3} sont les parents de {M4}	{M2} und {F3} sind die Eltern von {M4}.	{M2} y {F3} son los padres de {M4}	{M2}(와)과 {F3}(은)는 {M4}의 부모입니다	{M2} 與 {F3} 是 {M4} 的父母
easy20.sublevel1.hint2	{M4} is married to {F5}	{M4} は {F5} と結婚しています	{M4} est marié à {F5}	{M4} ist mit {F5} verheiratet.	{M4} está casado con {F5}	{M4}(은)는 {F5}(와)과 결혼했습니다	{M4} 娶了 {F5} 為妻
easy20.sublevel1.hint3	{M5} is {F5}'s child	{M5} は {F5} の子どもです	{M5} est l'enfant de {F5}	{M5} ist das Kind von {F5}.	{M5} es el hijo de {F5}	{M5}(은)는 {F5}의 자식입니다	{M5} 是 {F5} 的孩子
easy20.sublevel2.hint1	{F4} is {F1}'s grandchild	{F4} は {F1} の孫です	{F4} est la petite-fille de {F1}	{F4} ist das Enkelkind von {F1}.	{F4} es la nieta de {F1}	{F4}(은)는 {F1}의 손주입니다	{F4} 是 {F1} 的孫子女
easy20.sublevel2.hint2	{M1} is married to {F1}	{M1} は {F1} と結婚しています	{M1} est marié à {F1}	{M1} ist mit {F1} verheiratet.	{M1} está casado con {F1}	{M1}(은)는 {F1}(와)과 결혼했습니다	{M1} 娶了 {F1} 為妻
easy20.sublevel2.hint3	{M6} is the youngest	{M6} は最年少です	{M6} est le plus jeune	{M6} ist der Jüngste.	{M6} es el más joven	{M6}(은)는 나이가 가장 어립니다	{M6} 的年紀最小
easy20.sublevel2.hint4	{F4} and {M6} are mother and son	{F4} と {M6} は母親と息子です	{F4} et {M6} sont mère et fils	{F4} und {M6} sind Mutter und Sohn.	{F4} y {M6} son madre e hijo	{F4}(와)과 {M6}(은)는 모자지간입니다	{F4} 與 {M6} 是母子關係
normal01.sublevel1.hint1	{F1}'s child has blonde hair	{F1} の子どもの髪の毛はブロンドです	L'enfant de {F1} est blond	{F1}s Kind ist blond.	El hijo de {F1} tiene pelo rubio	{F1}의 자식은 금발 머리입니다	{F1} 的孩子有著一頭金髮
normal01.sublevel1.hint2	{F1} is married to {M1}	{F1} は {M1} と結婚しています	{F1} est mariée à {M1}	{F1} ist mit {M1} verheiratet.	{F1} está casada con {M1}	{F1}(은)는 {M1}(와)과 결혼했습니다	{F1} 嫁給了 {M1}
normal01.sublevel2.hint1	{F2} is married to {M2}	{F2} は {M2} と結婚しています	{F2} est mariée à {M2}	{F2} ist mit {M2} verheiratet.	{F2} está casada con {M2}	{F2}(은)는 {M2}(와)과 결혼했습니다	{F2} 嫁給了 {M2}
normal01.sublevel2.hint2	{M2} has 2 sons	{M2} には息子が2人います	{M2} a deux fils	{M2} hat 2 Söhne.	{M2} tiene 2 hijos	{M2}에게는 아들이 2명 있습니다	{M2} 有 2 個兒子
normal01.sublevel2.hint3	{M3} is {F4}'s uncle	{M3} は {F4} のおじです	{M3} est l'oncle de {F4}	{M3} ist der Onkel von {F4}.	{M3} es el tío de {F4}	{M3}(은)는 {F4}의 (외)삼촌입니다	{M3} 是 {F4} 的伯叔舅
normal01.sublevel2.hint4	{F2} and {F3} are not related by blood	{F2} と {F3} は血縁関係がありません	{F2} et {F3} ne sont pas liées par le sang	{F2} und {F3} sind nicht blutsverwandt.	{F2} y {F3} no tienen lazos sanguíneos	{F2}(와)과 {F3}(은)는 혈연관계가 아닙니다	{F2} 與 {F3} 沒有血緣關係
normal02.sublevel1.hint1	{M1}'s children wear glasses	{M1} の子どもたちは眼鏡をかけています	Les enfants de {M1} portent des lunettes	{M1}s Kinder tragen eine Brille.	Los hijos de {M1} llevan gafas	{M1}의 자식들은 안경을 착용합니다	{M1} 的孩子有戴眼鏡
